Age,BusinessTravel,DailyRate,Deparment,DistanceFromHome,JobLevel,HourlyRate,MonthlyRate,MonthlyIncome,JobRole,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolveMaleent,JobSatisfaction,MartialStatus,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,RelationshipSatisFemaleaction,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
50,Non-Travel,709,Sales,41,3,90,14400,11520,MaleanuFemaleacturing Director,14,Life Sciences,1,83-8167588,2,Female,2,4,Single,7,Yes,No,13,3,4,80,1,9,0,3,27,3,13,2,Yes
23,Travel_Rarely,329,Sales,37,3,92,14720,11776,Sales Representative,16,Technical Degree,1,30-3310694,4,Male,4,2,Single,4,Yes,No,12,2,2,80,2,7,2,2,31,8,0,4,Yes
36,Travel_Rarely,272,Human Resources,31,5,124,19840,15872,MaleanuFemaleacturing Director,14,Life Sciences,1,63-1859850,4,Female,4,1,Single,2,Yes,No,22,1,1,80,2,16,6,3,2,12,10,14,Yes
53,Travel_Femalerequently,230,Human Resources,7,3,146,23360,18688,Research Director,20,Human Resources,1,92-5666338,3,Male,1,3,Married,6,Yes,No,10,3,4,80,1,37,2,4,32,13,2,17,No
35,Travel_Femalerequently,1341,Sales,7,1,63,10080,8064,Laboratory Technician,16,Medical,1,69-9879272,4,Female,1,4,Single,6,Yes,No,13,2,2,80,1,16,2,2,32,14,6,11,Yes
59,Travel_Femalerequently,671,Human Resources,34,5,46,7360,5888,MaleanuFemaleacturing Director,14,Human Resources,1,26-1142880,1,Male,2,3,Single,3,Yes,No,11,4,3,80,3,35,6,3,22,0,15,9,Yes
40,Travel_Femalerequently,423,Human Resources,4,5,76,12160,9728,Human Resources,14,Technical Degree,1,85-7154914,2,Male,2,3,Single,8,Yes,No,19,4,4,80,3,2,6,3,18,6,14,2,No
55,Travel_Femalerequently,1196,Human Resources,22,1,145,23200,18560,Sales Representative,16,Medical,1,38-4709448,2,Female,4,3,Married,8,Yes,No,23,1,2,80,1,39,6,2,40,2,2,10,Yes
37,Non-Travel,108,Human Resources,48,1,112,17920,14336,Sales Representative,16,Sales,1,14-8102642,4,Female,3,1,Married,2,Yes,No,13,4,3,80,0,13,3,2,26,3,2,1,No
26,Travel_Rarely,216,Research & DevelopMaleent,36,1,95,15200,12160,Sales Representative,12,Human Resources,1,88-2273994,4,Female,1,4,Married,2,Yes,No,20,3,3,80,0,12,6,3,34,2,14,12,Yes
30,Travel_Rarely,1023,Sales,2,5,111,17760,14208,Research Director,20,Human Resources,1,50-6541085,1,Female,2,2,Single,4,Yes,No,19,4,1,80,2,28,5,2,19,10,11,12,No
45,Travel_Femalerequently,614,Sales,19,2,61,9760,7808,Sales Representative,14,Technical Degree,1,40-0872442,4,Female,4,4,Married,4,Yes,No,20,2,3,80,0,24,5,2,21,12,12,17,No
25,Non-Travel,276,Research & DevelopMaleent,13,1,50,8000,6400,Laboratory Technician,16,Technical Degree,1,34-4167343,2,Female,3,3,Single,2,Yes,No,25,4,1,80,0,34,6,4,30,4,11,6,Yes
36,Travel_Femalerequently,927,Human Resources,11,1,101,16160,12928,Laboratory Technician,16,Life Sciences,1,10-3032649,2,Female,4,4,Single,6,Yes,No,15,3,3,80,1,36,4,4,33,11,7,6,No
29,Travel_Femalerequently,1120,Human Resources,29,3,124,19840,15872,Manager,16,Sales,1,80-8395840,3,Male,4,1,Married,3,Yes,No,21,1,1,80,1,4,5,1,30,15,10,11,Yes
29,Travel_Femalerequently,1217,Sales,40,2,140,22400,17920,Sales Executive,16,Human Resources,1,62-5539340,3,Female,1,4,Married,0,Yes,No,16,1,2,80,0,28,1,1,17,0,7,14,No
18,Travel_Femalerequently,1342,Sales,5,1,81,12960,10368,Laboratory Technician,16,Medical,1,57-5355742,3,Male,2,3,Married,8,Yes,No,15,2,3,80,0,23,6,1,26,5,3,9,Yes
20,Travel_Femalerequently,1456,Research & DevelopMaleent,24,4,74,11840,9472,Laboratory Technician,16,Human Resources,1,06-5964886,1,Male,1,3,Married,2,Yes,No,20,4,2,80,2,8,0,3,33,18,10,16,No
35,Travel_Femalerequently,1034,Human Resources,44,2,101,16160,12928,Manager,14,Human Resources,1,70-8287877,4,Female,2,3,Single,1,Yes,No,12,1,1,80,1,15,5,1,33,6,0,1,Yes
27,Non-Travel,1061,Research & DevelopMaleent,2,5,82,13120,10496,Manager,16,Other,1,83-4175240,1,Female,2,1,Married,0,Yes,No,14,3,3,80,2,9,4,3,11,11,9,16,Yes
50,Travel_Rarely,1440,Human Resources,22,2,84,13440,10752,Sales Executive,18,Human Resources,1,79-2609304,2,Female,1,3,Married,5,Yes,No,10,3,2,80,1,14,1,2,1,15,11,5,Yes
39,Travel_Rarely,972,Human Resources,49,4,72,11520,9216,Research Director,16,Sales,1,22-5152869,2,Male,3,3,Married,7,Yes,No,14,1,1,80,2,9,6,1,8,13,4,8,Yes
25,Non-Travel,172,Research & DevelopMaleent,35,3,98,15680,12544,Sales Representative,16,Technical Degree,1,00-5738063,3,Female,1,1,Married,6,Yes,No,14,2,4,80,2,9,5,4,33,8,6,1,No
37,Travel_Femalerequently,622,Research & DevelopMaleent,38,4,136,21760,17408,Research Director,18,Human Resources,1,25-5069494,3,Male,2,2,Married,7,Yes,No,23,4,1,80,2,10,1,4,17,15,1,14,Yes
38,Travel_Femalerequently,564,Human Resources,10,4,40,6400,5120,Sales Representative,18,Sales,1,65-1153843,4,Male,4,1,Single,0,Yes,No,25,1,2,80,2,32,6,4,37,7,15,10,No
35,Travel_Femalerequently,540,Sales,50,4,67,10720,8576,Sales Representative,12,Life Sciences,1,42-6541130,3,Female,1,2,Married,5,Yes,No,25,2,1,80,3,5,5,3,35,1,7,8,Yes
38,Travel_Femalerequently,1160,Research & DevelopMaleent,47,1,63,10080,8064,Human Resources,14,Medical,1,06-3854585,2,Female,4,3,Single,6,Yes,No,21,4,4,80,1,37,4,3,16,6,15,17,Yes
57,Non-Travel,1463,Sales,33,1,68,10880,8704,Healthcare Representative,14,Other,1,16-9447414,1,Male,2,2,Married,2,Yes,No,19,1,1,80,0,2,1,3,3,9,7,9,Yes
21,Non-Travel,999,Sales,44,5,150,24000,19200,Sales Executive,18,Human Resources,1,33-0490276,2,Male,2,1,Single,1,Yes,No,25,3,3,80,2,35,5,2,30,2,5,1,Yes
18,Travel_Rarely,403,Human Resources,22,3,38,6080,4864,Healthcare Representative,14,Technical Degree,1,27-7185170,3,Male,3,2,Married,0,Yes,No,14,3,4,80,1,8,3,2,13,16,10,14,Yes
32,Travel_Femalerequently,1481,Research & DevelopMaleent,34,2,46,7360,5888,Healthcare Representative,12,Human Resources,1,89-6110636,4,Female,1,3,Married,3,Yes,No,22,4,4,80,1,15,0,2,14,18,6,14,No
23,Travel_Femalerequently,1116,Human Resources,13,1,144,23040,18432,Sales Representative,18,Medical,1,17-1413375,2,Male,4,3,Single,8,Yes,No,23,3,4,80,0,10,4,4,36,20,6,4,No
58,Travel_Femalerequently,1407,Sales,32,3,47,7520,6016,Human Resources,14,Other,1,12-8517499,2,Male,4,2,Married,6,Yes,No,18,1,2,80,2,27,3,3,6,17,5,8,Yes
34,Travel_Femalerequently,1020,Human Resources,3,3,96,15360,12288,Manager,14,Human Resources,1,86-1885969,4,Female,1,3,Single,4,Yes,No,20,2,4,80,1,39,6,3,18,12,13,6,No
56,Non-Travel,312,Research & DevelopMaleent,46,4,44,7040,5632,Sales Representative,18,Life Sciences,1,58-0995600,3,Male,1,2,Married,1,Yes,No,20,3,3,80,2,11,3,4,28,15,8,7,No
36,Travel_Rarely,229,Research & DevelopMaleent,10,4,81,12960,10368,Sales Representative,16,Other,1,89-4321669,2,Male,1,1,Single,3,Yes,No,24,1,2,80,2,8,6,3,11,6,2,16,No
18,Travel_Rarely,422,Research & DevelopMaleent,11,4,40,6400,5120,Laboratory Technician,14,Medical,1,15-9620454,2,Female,1,2,Single,5,Yes,No,19,1,1,80,3,13,3,1,28,9,12,9,No
47,Travel_Rarely,562,Sales,44,3,110,17600,14080,Research Director,18,Sales,1,02-6052894,2,Male,3,1,Single,4,Yes,No,14,2,3,80,1,9,3,4,5,2,10,16,No
56,Non-Travel,1499,Human Resources,30,3,83,13280,10624,Healthcare Representative,14,Sales,1,38-9117407,3,Male,2,2,Married,2,Yes,No,21,2,3,80,1,33,2,1,19,10,8,15,No
31,Non-Travel,451,Human Resources,5,3,31,4960,3968,Laboratory Technician,14,Sales,1,88-7780062,4,Female,2,4,Married,2,Yes,No,18,2,4,80,1,22,0,2,7,14,6,1,No
39,Travel_Femalerequently,751,Human Resources,35,3,109,17440,13952,MaleanuFemaleacturing Director,16,Technical Degree,1,46-7390086,1,Male,4,2,Single,6,Yes,No,19,3,3,80,2,26,0,4,5,2,4,1,No
34,Travel_Rarely,1063,Research & DevelopMaleent,25,4,78,12480,9984,Sales Executive,16,Medical,1,34-1606316,4,Male,4,3,Married,7,Yes,No,16,2,1,80,3,2,6,4,16,1,14,9,Yes
38,Travel_Rarely,712,Human Resources,27,5,84,13440,10752,Research Director,16,Life Sciences,1,71-9293031,1,Female,1,1,Single,8,Yes,No,22,4,1,80,2,0,3,3,21,11,13,2,Yes
52,Non-Travel,713,Research & DevelopMaleent,3,5,87,13920,11136,Research Scientist,18,Sales,1,32-9808995,3,Male,3,2,Single,1,Yes,No,10,1,2,80,2,21,3,1,37,18,12,6,Yes
46,Travel_Femalerequently,1114,Research & DevelopMaleent,10,3,133,21280,17024,Research Scientist,18,Human Resources,1,15-6952712,2,Female,4,3,Single,0,Yes,No,20,2,1,80,1,29,2,1,22,4,2,12,Yes
60,Non-Travel,1002,Sales,18,5,61,9760,7808,Research Director,16,Sales,1,50-6108346,1,Male,2,3,Married,1,Yes,No,14,2,3,80,3,14,0,3,23,1,9,13,No
60,Travel_Femalerequently,409,Research & DevelopMaleent,5,4,45,7200,5760,Sales Representative,14,Sales,1,34-9384922,4,Male,1,2,Married,7,Yes,No,21,2,4,80,3,7,2,2,18,16,5,17,Yes
40,Non-Travel,151,Research & DevelopMaleent,35,5,77,12320,9856,Manager,16,Other,1,26-3734111,2,Male,4,3,Single,5,Yes,No,22,3,4,80,3,0,3,2,8,17,9,10,Yes
59,Travel_Rarely,798,Research & DevelopMaleent,36,3,57,9120,7296,MaleanuFemaleacturing Director,16,Medical,1,61-4133133,4,Male,4,2,Single,8,Yes,No,17,4,1,80,1,37,6,4,6,5,1,10,No
18,Non-Travel,601,Human Resources,31,3,54,8640,6912,Sales Executive,18,Sales,1,73-2912905,3,Female,4,3,Married,6,Yes,No,16,2,3,80,1,28,4,1,29,11,5,1,No
38,Travel_Femalerequently,559,Sales,30,2,47,7520,6016,Laboratory Technician,16,Medical,1,98-1111700,1,Male,3,1,Single,5,Yes,No,16,3,3,80,0,9,0,2,9,12,3,2,No
45,Non-Travel,856,Human Resources,43,5,130,20800,16640,Sales Executive,16,Other,1,26-4572818,1,Female,4,3,Married,6,Yes,No,20,2,3,80,3,23,1,1,12,1,14,17,Yes
41,Non-Travel,428,Research & DevelopMaleent,26,5,76,12160,9728,Manager,16,Life Sciences,1,57-8566532,1,Male,2,2,Married,2,Yes,No,13,3,1,80,2,22,0,3,23,1,13,1,Yes
25,Non-Travel,812,Sales,4,3,135,21600,17280,MaleanuFemaleacturing Director,16,Life Sciences,1,87-6425712,4,Female,2,1,Single,2,Yes,No,11,1,1,80,2,32,4,1,23,16,10,14,Yes
36,Travel_Rarely,1440,Research & DevelopMaleent,50,5,124,19840,15872,Research Scientist,20,Sales,1,77-0210225,1,Female,4,2,Single,1,Yes,No,16,4,1,80,2,8,6,2,3,3,15,14,No
41,Travel_Rarely,694,Sales,14,4,44,7040,5632,Laboratory Technician,18,Medical,1,74-1972991,4,Female,4,4,Married,3,Yes,No,23,4,4,80,3,14,3,1,16,3,9,8,Yes
23,Non-Travel,508,Research & DevelopMaleent,17,2,76,12160,9728,Manager,16,Human Resources,1,64-7707254,4,Male,2,4,Married,8,Yes,No,15,1,3,80,1,14,6,1,15,12,12,15,No
51,Travel_Rarely,922,Research & DevelopMaleent,27,3,58,9280,7424,Laboratory Technician,14,Sales,1,52-1822447,3,Female,4,1,Single,1,Yes,No,21,3,4,80,2,38,0,4,7,4,5,11,No
27,Travel_Rarely,213,Human Resources,37,2,123,19680,15744,MaleanuFemaleacturing Director,16,Other,1,74-5409004,2,Female,3,4,Single,4,Yes,No,11,4,4,80,1,4,6,1,6,15,4,9,Yes
41,Non-Travel,712,Human Resources,12,5,52,8320,6656,Manager,14,Life Sciences,1,68-0099052,4,Female,3,3,Married,6,Yes,No,24,1,3,80,2,6,6,2,0,11,8,13,No
56,Non-Travel,130,Research & DevelopMaleent,48,3,69,11040,8832,Research Director,20,Medical,1,19-0400451,1,Male,1,2,Married,1,Yes,No,15,3,1,80,2,1,2,1,32,1,12,10,Yes
37,Non-Travel,528,Research & DevelopMaleent,50,2,70,11200,8960,Manager,16,Sales,1,12-7587133,1,Male,1,2,Single,1,Yes,No,18,1,2,80,0,12,1,1,20,12,12,7,Yes
25,Travel_Rarely,1011,Human Resources,10,1,39,6240,4992,Sales Representative,16,Technical Degree,1,57-6530123,4,Female,3,1,Married,0,Yes,No,22,2,2,80,1,35,0,4,40,20,7,12,Yes
55,Travel_Rarely,1200,Human Resources,26,1,96,15360,12288,Human Resources,14,Other,1,45-0562828,3,Male,1,2,Married,0,Yes,No,23,3,3,80,0,38,3,4,30,12,15,15,No
38,Non-Travel,956,Research & DevelopMaleent,2,5,67,10720,8576,MaleanuFemaleacturing Director,14,Other,1,04-1239964,1,Female,4,1,Married,2,Yes,No,20,2,2,80,3,13,1,4,15,13,9,17,Yes
42,Travel_Rarely,765,Human Resources,34,4,37,5920,4736,Healthcare Representative,12,Medical,1,75-6820841,2,Female,3,3,Married,4,Yes,No,15,2,3,80,2,11,5,4,9,10,12,12,No
50,Travel_Femalerequently,671,Human Resources,15,5,98,15680,12544,Research Director,18,Medical,1,64-4304824,3,Male,4,1,Married,3,Yes,No,22,2,1,80,3,29,1,1,7,17,7,11,Yes
44,Travel_Rarely,140,Research & DevelopMaleent,21,2,94,15040,12032,Manager,18,Technical Degree,1,17-5868655,4,Female,3,4,Single,5,Yes,No,25,1,2,80,0,23,1,1,31,4,3,15,No
22,Travel_Femalerequently,869,Human Resources,34,1,146,23360,18688,Sales Representative,16,Technical Degree,1,53-5335159,4,Female,1,3,Married,3,Yes,No,15,2,2,80,1,29,1,2,20,1,9,9,Yes
27,Travel_Femalerequently,794,Sales,44,3,103,16480,13184,Manager,14,Medical,1,21-1287909,3,Male,3,2,Married,1,Yes,No,12,4,3,80,2,22,4,3,1,4,14,13,Yes
41,Travel_Femalerequently,1048,Research & DevelopMaleent,7,4,99,15840,12672,Manager,16,Technical Degree,1,51-5807889,3,Male,1,4,Single,5,Yes,No,22,3,2,80,2,7,4,3,37,7,0,11,Yes
29,Travel_Rarely,1322,Research & DevelopMaleent,28,1,60,9600,7680,Laboratory Technician,18,Other,1,40-7242719,4,Female,4,2,Single,3,Yes,No,17,2,2,80,0,37,2,1,4,7,2,0,Yes
45,Travel_Femalerequently,332,Human Resources,8,4,36,5760,4608,Laboratory Technician,16,Sales,1,90-8683030,4,Male,1,2,Single,7,Yes,No,11,4,4,80,2,36,3,2,3,0,7,12,No
39,Travel_Rarely,818,Human Resources,40,3,84,13440,10752,Sales Representative,16,Life Sciences,1,26-5105519,3,Female,4,3,Married,4,Yes,No,17,3,4,80,1,21,2,2,0,20,11,8,Yes
29,Non-Travel,1054,Sales,49,2,91,14560,11648,Research Scientist,18,Medical,1,93-1418543,3,Female,1,3,Single,8,Yes,No,22,4,1,80,1,8,6,2,38,8,14,15,Yes
33,Travel_Femalerequently,992,Human Resources,31,3,116,18560,14848,Manager,16,Sales,1,44-4578913,4,Female,4,4,Single,5,Yes,No,22,2,4,80,1,16,4,1,13,14,8,17,No
40,Travel_Femalerequently,332,Research & DevelopMaleent,12,5,38,6080,4864,Sales Executive,14,Technical Degree,1,64-3249586,3,Female,4,2,Single,3,Yes,No,14,4,2,80,2,8,5,4,34,19,6,9,No
29,Non-Travel,139,Sales,17,1,97,15520,12416,Human Resources,12,Technical Degree,1,55-1569921,2,Male,1,4,Married,3,Yes,No,13,1,2,80,1,39,1,3,16,1,12,7,Yes
47,Travel_Femalerequently,298,Human Resources,14,4,77,12320,9856,Healthcare Representative,16,Other,1,11-6104024,3,Male,3,1,Single,3,Yes,No,15,1,2,80,2,36,6,2,21,7,5,4,Yes
37,Travel_Femalerequently,305,Human Resources,41,3,118,18880,15104,Sales Executive,14,Life Sciences,1,11-5394552,4,Male,4,3,Single,0,Yes,No,20,2,3,80,2,27,6,4,9,16,12,10,Yes
58,Travel_Femalerequently,660,Research & DevelopMaleent,4,4,124,19840,15872,Research Director,16,Other,1,61-7570841,2,Male,2,4,Single,7,Yes,No,13,1,1,80,2,38,2,3,21,8,9,10,No
36,Travel_Rarely,110,Research & DevelopMaleent,40,1,54,8640,6912,Healthcare Representative,16,Life Sciences,1,18-7460017,3,Male,3,3,Married,2,Yes,No,22,2,2,80,0,21,2,2,21,0,13,12,No
26,Travel_Rarely,481,Sales,48,4,112,17920,14336,MaleanuFemaleacturing Director,14,Human Resources,1,52-4468910,2,Female,1,1,Single,5,Yes,No,24,4,1,80,3,17,1,4,30,15,2,16,Yes
29,Non-Travel,542,Research & DevelopMaleent,37,4,105,16800,13440,Manager,16,Human Resources,1,76-0686826,1,Male,1,4,Married,8,Yes,No,22,3,1,80,2,35,4,3,2,11,3,2,No
21,Travel_Rarely,1320,Sales,46,5,82,13120,10496,MaleanuFemaleacturing Director,16,Human Resources,1,09-2937994,1,Female,1,3,Married,8,Yes,No,12,3,3,80,3,0,2,2,23,13,9,4,Yes
18,Travel_Femalerequently,808,Sales,22,3,86,13760,11008,Sales Representative,14,Medical,1,86-8512932,2,Male,2,1,Married,2,Yes,No,17,3,1,80,1,11,6,2,30,20,0,8,Yes
33,Non-Travel,740,Sales,5,3,112,17920,14336,Research Director,20,Medical,1,59-4212462,4,Female,2,4,Married,4,Yes,No,20,3,3,80,2,34,6,2,8,18,12,2,No
45,Non-Travel,1203,Human Resources,47,1,80,12800,10240,Healthcare Representative,12,Life Sciences,1,26-1888008,3,Female,4,1,Single,3,Yes,No,22,2,3,80,0,22,5,4,30,16,4,10,Yes
36,Non-Travel,757,Human Resources,13,5,74,11840,9472,Sales Executive,16,Sales,1,27-6915234,2,Male,2,3,Married,4,Yes,No,11,3,4,80,3,16,0,2,27,1,11,5,No
43,Non-Travel,720,Research & DevelopMaleent,17,1,75,12000,9600,Sales Representative,16,Technical Degree,1,65-2677782,4,Female,4,3,Married,7,Yes,No,18,2,2,80,0,34,5,4,32,13,1,12,Yes
54,Travel_Rarely,1492,Human Resources,25,3,88,14080,11264,Research Director,20,Sales,1,56-5766952,2,Male,1,2,Single,6,Yes,No,24,4,3,80,2,3,1,4,15,1,12,14,No
21,Travel_Femalerequently,1316,Research & DevelopMaleent,29,5,81,12960,10368,Research Director,20,Sales,1,35-0738640,4,Male,2,1,Single,4,Yes,No,15,3,1,80,2,6,0,1,22,15,4,8,No
59,Non-Travel,361,Human Resources,27,5,113,18080,14464,Human Resources,16,Human Resources,1,90-8770544,2,Male,3,4,Married,8,Yes,No,24,4,3,80,2,18,4,1,5,17,9,12,No
31,Non-Travel,539,Human Resources,45,2,73,11680,9344,Sales Executive,16,Other,1,02-2674009,3,Female,3,1,Single,6,Yes,No,12,4,4,80,1,1,6,1,6,13,13,0,No
24,Travel_Rarely,432,Research & DevelopMaleent,25,3,54,8640,6912,MaleanuFemaleacturing Director,16,Technical Degree,1,20-1410222,1,Female,3,2,Single,1,Yes,No,21,3,4,80,2,21,2,4,35,1,11,16,No
42,Travel_Femalerequently,583,Human Resources,21,1,110,17600,14080,Healthcare Representative,12,Other,1,33-8077306,1,Female,2,2,Married,2,Yes,No,10,4,3,80,1,10,2,3,11,7,11,6,No
18,Non-Travel,531,Human Resources,35,2,125,20000,16000,Sales Executive,18,Sales,1,13-0699635,2,Female,1,3,Married,4,Yes,No,23,2,3,80,1,17,6,1,20,10,2,13,Yes
41,Non-Travel,1000,Human Resources,9,2,88,14080,11264,MaleanuFemaleacturing Director,14,Technical Degree,1,27-3365985,1,Male,2,4,Single,1,Yes,No,12,2,1,80,1,12,1,4,20,10,2,17,No
22,Travel_Rarely,347,Research & DevelopMaleent,16,5,54,8640,6912,MaleanuFemaleacturing Director,16,Human Resources,1,35-0867829,3,Male,2,3,Married,5,Yes,No,21,3,4,80,2,0,5,3,24,18,1,10,No
42,Travel_Femalerequently,791,Research & DevelopMaleent,37,2,32,5120,4096,Human Resources,12,Medical,1,54-2808212,3,Male,4,1,Married,2,Yes,No,11,2,2,80,1,24,2,4,21,16,12,1,No
25,Travel_Rarely,330,Sales,21,2,119,19040,15232,MaleanuFemaleacturing Director,16,Medical,1,04-3313580,1,Male,2,3,Married,6,Yes,No,15,4,1,80,0,28,5,4,17,1,13,16,No
22,Travel_Femalerequently,610,Sales,35,1,116,18560,14848,Sales Representative,16,Medical,1,51-2620644,1,Male,1,2,Married,2,Yes,No,23,4,4,80,1,40,4,3,5,17,7,16,No
58,Travel_Rarely,898,Sales,35,2,110,17600,14080,Sales Executive,16,Human Resources,1,25-2310128,1,Female,2,3,Single,4,Yes,No,15,4,3,80,1,38,2,4,7,5,8,10,No
19,Travel_Rarely,887,Sales,33,2,134,21440,17152,Manager,14,Medical,1,78-7037163,2,Male,1,1,Married,7,Yes,No,20,3,4,80,1,23,5,3,13,14,7,16,No
24,Non-Travel,573,Human Resources,37,3,145,23200,18560,Research Scientist,18,Other,1,51-4656849,2,Female,4,2,Married,4,Yes,No,15,3,1,80,2,4,6,1,32,20,1,4,No
28,Travel_Femalerequently,839,Sales,26,2,39,6240,4992,Human Resources,16,Technical Degree,1,12-9403389,2,Male,4,3,Single,6,Yes,No,13,4,4,80,0,33,4,2,0,13,15,14,No
54,Travel_Femalerequently,1158,Research & DevelopMaleent,31,2,142,22720,18176,Research Director,18,Sales,1,82-4283076,2,Female,4,4,Single,6,Yes,No,21,1,1,80,0,18,5,4,17,19,7,10,Yes
21,Travel_Rarely,1488,Human Resources,20,5,58,9280,7424,Research Scientist,18,Other,1,11-7900605,3,Female,2,1,Single,8,Yes,No,20,4,1,80,3,37,0,3,23,15,10,6,No
28,Travel_Femalerequently,839,Human Resources,48,4,147,23520,18816,Research Director,20,Sales,1,02-5099537,1,Female,1,3,Married,0,Yes,No,15,3,1,80,3,10,0,1,17,15,15,5,No
21,Travel_Femalerequently,692,Human Resources,15,2,103,16480,13184,MaleanuFemaleacturing Director,16,Other,1,79-7407528,2,Male,4,4,Married,3,Yes,No,18,4,3,80,1,28,4,3,10,11,12,7,No
37,Non-Travel,283,Human Resources,24,1,87,13920,11136,Laboratory Technician,18,Sales,1,95-9753463,3,Male,3,3,Single,1,Yes,No,22,2,2,80,0,11,2,3,32,17,5,14,No
39,Travel_Femalerequently,1465,Sales,28,3,123,19680,15744,Research Director,20,Human Resources,1,15-0655507,1,Male,1,2,Married,0,Yes,No,16,2,2,80,1,4,1,1,24,11,13,7,Yes
24,Travel_Rarely,702,Human Resources,7,3,130,20800,16640,Manager,16,Medical,1,12-8596862,1,Male,4,4,Married,1,Yes,No,18,2,2,80,1,32,4,4,24,13,12,12,Yes
26,Non-Travel,180,Sales,8,2,84,13440,10752,Healthcare Representative,14,Sales,1,23-5657238,1,Male,4,4,Single,0,Yes,No,20,1,3,80,1,16,0,4,22,20,1,4,No
45,Travel_Femalerequently,958,Human Resources,21,2,30,4800,3840,Healthcare Representative,12,Sales,1,61-2671266,4,Male,1,4,Married,5,Yes,No,21,1,1,80,1,35,3,4,40,14,4,7,No
54,Travel_Femalerequently,700,Sales,43,1,149,23840,19072,Sales Representative,14,Technical Degree,1,89-5100263,3,Male,4,3,Married,2,Yes,No,20,2,1,80,0,18,1,3,3,2,0,7,No
39,Travel_Femalerequently,337,Sales,22,4,102,16320,13056,Sales Executive,16,Life Sciences,1,79-8491730,1,Male,4,3,Single,5,Yes,No,19,3,3,80,3,1,0,4,14,3,12,10,No
31,Travel_Femalerequently,669,Research & DevelopMaleent,38,2,96,15360,12288,Human Resources,12,Technical Degree,1,79-0374043,4,Male,3,4,Married,4,Yes,No,25,3,4,80,0,15,0,3,8,9,6,4,No
36,Travel_Rarely,1297,Research & DevelopMaleent,41,3,81,12960,10368,MaleanuFemaleacturing Director,16,Medical,1,39-0178452,4,Female,2,2,Married,5,Yes,No,21,3,4,80,2,12,1,3,22,19,4,1,No
34,Travel_Femalerequently,725,Human Resources,50,5,93,14880,11904,Human Resources,14,Medical,1,17-6628352,2,Male,1,3,Married,4,Yes,No,16,1,1,80,3,19,4,4,17,15,3,1,Yes
41,Travel_Femalerequently,808,Human Resources,18,4,33,5280,4224,Laboratory Technician,16,Human Resources,1,17-5489313,2,Male,2,2,Married,2,Yes,No,16,4,3,80,2,7,3,4,19,3,2,17,No
28,Non-Travel,545,Human Resources,43,4,141,22560,18048,Research Scientist,20,Other,1,34-6643580,1,Female,1,2,Single,0,Yes,No,25,4,3,80,3,29,2,4,22,3,6,11,No
39,Travel_Rarely,1137,Sales,19,4,105,16800,13440,Sales Executive,16,Sales,1,64-2273384,4,Female,1,2,Married,5,Yes,No,22,2,1,80,3,33,3,4,25,11,14,17,Yes
35,Travel_Rarely,385,Sales,4,5,137,21920,17536,MaleanuFemaleacturing Director,14,Human Resources,1,28-9411433,4,Female,4,2,Married,8,Yes,No,19,1,2,80,2,19,5,1,12,3,8,7,Yes
35,Travel_Rarely,106,Research & DevelopMaleent,40,4,54,8640,6912,MaleanuFemaleacturing Director,16,Life Sciences,1,17-5507927,2,Female,1,3,Married,2,Yes,No,20,3,2,80,2,0,2,4,9,3,15,6,Yes
44,Travel_Rarely,623,Human Resources,3,1,66,10560,8448,Laboratory Technician,16,Life Sciences,1,79-7437162,4,Female,2,1,Married,4,Yes,No,16,2,2,80,1,11,3,1,16,13,13,2,Yes
40,Non-Travel,954,Human Resources,15,3,67,10720,8576,Research Director,20,Sales,1,94-5136407,1,Male,3,3,Married,1,Yes,No,15,1,2,80,1,12,2,4,20,16,12,17,Yes
23,Non-Travel,1205,Sales,10,1,142,22720,18176,Laboratory Technician,16,Human Resources,1,12-2713529,2,Female,2,3,Married,3,Yes,No,23,3,4,80,0,37,2,1,11,8,3,0,No
45,Travel_Femalerequently,864,Research & DevelopMaleent,33,4,50,8000,6400,Healthcare Representative,14,Human Resources,1,94-3326405,3,Male,1,2,Single,6,Yes,No,13,2,2,80,2,37,0,3,9,18,14,13,No
54,Travel_Rarely,170,Research & DevelopMaleent,29,2,70,11200,8960,MaleanuFemaleacturing Director,14,Technical Degree,1,33-7728041,4,Male,2,4,Single,3,Yes,No,20,2,2,80,1,0,4,1,39,2,4,3,Yes
43,Non-Travel,1282,Research & DevelopMaleent,27,2,83,13280,10624,Research Scientist,20,Life Sciences,1,81-9240821,2,Female,4,2,Single,1,Yes,No,15,1,1,80,1,7,6,2,18,2,0,8,No
56,Travel_Femalerequently,117,Human Resources,35,4,99,15840,12672,MaleanuFemaleacturing Director,14,Other,1,51-7225446,4,Male,4,2,Single,3,Yes,No,18,2,3,80,3,37,3,3,22,18,12,7,Yes
60,Travel_Rarely,224,Research & DevelopMaleent,19,2,47,7520,6016,Sales Representative,16,Technical Degree,1,46-7213141,1,Female,2,3,Married,8,Yes,No,17,1,4,80,1,5,2,4,20,17,9,17,No
